model,dataset,mse,mae,r2,rmse,best_train_loss,time,run
TSERMamba,Covid3Month,0.0018865048158069097,0.03449555917749884,0.05262729600327076,0.04343391319932973,4.516967455856502e-05,77.51249265670776
TSERMamba,Covid3Month,0.0017435093163632388,0.03338030876103239,0.12443736074957723,0.04175535075128981,4.5997392070213596e-05,177.1682093143463,20251016_161414_run1_1936284062
TSERMamba,Covid3Month,0.0018620048559333908,0.03403774609972463,0.06493078605466451,0.04315095428763298,4.007472099536764e-05,173.4934446811676,20251016_161414_run2_824519658
TSERMamba,Covid3Month,0.002100339370190477,0.03599641201864989,-0.054757015076606574,0.04582945963232031,2.7289880589315932e-05,403.55356335639954,20251016_161414_run3_1745533553
TSERMamba,Covid3Month,0.003057561111308863,0.040524887127160535,-0.535458543961864,0.05529521779782464,4.2152353853452953e-05,183.5865638256073,20251016_161414_run4_1224243418
TSERMamba,HouseholdPowerConsumption1,132290.7011844643,264.99584067041604,0.5039137648211162,363.7178868085323,224.94282587038592,559.3406579494476
TSERMamba,HouseholdPowerConsumption1,123888.28380744111,258.55286870405905,0.535422582641628,351.97767515488977,261.5834525089136,1750.2098541259766,20251016_161414_run1_1936284062
TSERMamba,HouseholdPowerConsumption1,107129.88608727019,244.00343987545537,0.5982660807725935,327.3070211395872,266.983309301594,1655.0726702213287,20251016_161414_run2_824519658
TSERMamba,HouseholdPowerConsumption1,154755.23269143698,293.212123284187,0.41967243296203116,393.3894160897532,270.5884224910864,1493.983244895935,20251016_161414_run3_1745533553
TSERMamba,HouseholdPowerConsumption1,132896.9432584778,261.3865376936798,0.5016403748896118,364.55033021309663,245.0692605652265,1817.556470155716,20251016_161414_run4_1224243418
TSERMamba,FloodModeling2,4.8341956690923113e-05,0.003497491428508094,0.8588873190799469,0.00695283803140294,1.170912640468233e-06,810.4661667346954
TSERMamba,FloodModeling2,6.535985429243563e-05,0.0029864135518002867,0.8092111926143568,0.008084544161078943,1.2891134165212175e-06,1035.812997341156,20251016_161414_run1_1936284062
TSERMamba,FloodModeling2,0.0002061224770244165,0.00422812227289475,0.39831779013903945,0.014356966149727333,1.1488251830048358e-06,1236.9182982444763,20251016_161414_run2_824519658
TSERMamba,FloodModeling2,0.00016641619976109524,0.004703404372604332,0.5142224745481889,0.012900240298579528,1.2069880591110624e-06,971.2826645374298,20251016_161414_run3_1745533553
TSERMamba,FloodModeling2,0.0001113832042594982,0.004264974772040524,0.6748666450757284,0.010553824153334099,1.1855981704219876e-06,1454.072768688202,20251016_161414_run4_1224243418
TSERMamba,IEEEPPG,937.375475364702,24.197404594306487,0.029838415624269143,30.616588238481146,0.9980825493238631,1132.5660915374756
TSERMamba,IEEEPPG,816.4775091828698,22.670271235776234,0.15496496896527256,28.574070574261373,0.8069667271359474,5216.523492097855,20251016_161414_run1_1936284062
TSERMamba,IEEEPPG,826.1197565629932,22.875501667160584,0.14498546956392155,28.7422990827629,0.8959407083589027,2975.5835382938385,20251016_161414_run2_824519658
TSERMamba,IEEEPPG,884.589106339613,23.950415944478596,0.08447106684324601,29.742042739859226,0.8906796631230488,3697.3451817035675,20251016_161414_run3_1745533553
TSERMamba,IEEEPPG,841.0257226691429,23.20873932666089,0.1295581450026866,29.00044349090446,0.9938356930314146,2109.909338951111,20251016_161414_run4_1224243418
TSERMamba,AppliancesEnergy,12.545151895259226,2.7559708867754256,-0.06114542211797702,3.5419135922914924,0.01563964893943385,47.82349920272827
TSERMamba,AppliancesEnergy,12.417636405843712,2.852620102110363,-0.050359384693150044,3.523866683891959,0.010881987370942769,151.56763219833374,20251016_161322_run1_1993307954
TSERMamba,AppliancesEnergy,11.100142378149009,2.773240293775286,0.06108229156780698,3.3316876171317458,0.016183005822332282,108.1499707698822,20251016_161322_run2_1896879912
TSERMamba,AppliancesEnergy,11.606174427576445,2.8220413752964566,0.018279016073165733,3.406783589777379,0.01371341347694397,58.96946120262146,20251018_114759_run1_636572023
TSERMamba,AppliancesEnergy,16.98998980007961,3.179650556473505,-0.4371169076875543,4.121891531818809,0.009308662226325587,168.02225255966187,20251018_114759_run2_299709095
TSERMamba,FloodModeling3,0.0004243099486368811,0.015374867812446926,0.17404661926959641,0.02059878512526603,9.730303921087673e-06,189.23569869995117
TSERMamba,FloodModeling3,0.0005288628803640999,0.01523289878083312,-0.029474056365736523,0.02299701894516113,1.1695158771794976e-05,450.6967942714691,20251016_161322_run1_1993307954
TSERMamba,FloodModeling3,0.0007310262005722755,0.019400819326224533,-0.42300118982572266,0.027037496196435713,1.0229491769544572e-05,584.7461216449738,20251016_161322_run2_1896879912
TSERMamba,FloodModeling3,0.000835606095031247,0.02076400897425154,-0.6265743505831141,0.028906852042919633,5.876998495130631e-07,880.6419141292572,20251018_114759_run1_636572023
TSERMamba,FloodModeling3,0.0005396240981368556,0.01780148449799289,-0.05042163072438077,0.02322981054887998,1.0809774117355424e-05,319.1969094276428,20251018_114759_run2_299709095
TSERMamba,BenzeneConcentration,19.965640224937168,3.1149519965638492,0.6891797550459773,4.468292764013698,0.0042594705465552555,7515.356474399567
TSERMamba,BenzeneConcentration,19.381003139433663,3.0663879739379274,0.6982812434068884,4.402386073419011,0.006001685417590123,11786.83047747612,20251016_161322_run1_1993307954
TSERMamba,BenzeneConcentration,18.733243014041797,3.026535872564098,0.7083654159441797,4.328191656343535,0.004812772409413672,9572.699995040894,20251016_161322_run2_1896879912
TSERMamba,BenzeneConcentration,18.689524663271985,3.025419559557032,0.709046012626388,4.323138288705554,0.0063218905160269765,6967.447297811508,20251018_114759_run1_636572023
