model,dataset,mse,mae,r2,rmse,best_train_loss,time,run
XGBoost,LiveFuelMoistureContent,2159.0409772975627,35.37229434911462,-0.27638775451264275,46.46548156747719,,338.58500266075134,20251016_172244_run2_1686314567
XGBoost,LiveFuelMoistureContent,2138.496539898695,35.3209549061352,-0.26424223777859335,46.24388110765245,,294.3772566318512,20251016_172244_run3_1311386038
XGBoost,LiveFuelMoistureContent,2176.699403920937,35.45948811451488,-0.28682711149707907,46.65511123039937,,342.1400022506714,20251016_172244_run4_1555379047
XGBoost,BeijingPM25Quality,8603.753752204131,64.25924194363284,0.3215389089547811,92.75642162246305,,22.93381142616272
XGBoost,BeijingPM25Quality,8749.493940344324,64.59822668400837,0.31004636164316146,93.53872962759503,,300.7618188858032,20251016_172244_run1_2070105541
XGBoost,BeijingPM25Quality,8788.14654361655,65.8456393427403,0.30699835630234196,93.74511477200586,,235.73000383377075,20251016_172244_run2_1686314567
XGBoost,BeijingPM25Quality,8737.071831158459,65.23539690412404,0.31102592451700195,93.47230515590411,,239.64917182922363,20251016_172244_run3_1311386038
XGBoost,BeijingPM25Quality,8276.319690962162,63.60477404584503,0.3473591819232724,90.974280381667,,280.6235704421997,20251016_172244_run4_1555379047
XGBoost,Covid3Month,0.0025941616556806294,0.037201820369556306,-0.30274672177450856,0.05093291328483606,,0.7094874382019043
XGBoost,Covid3Month,0.002067999486413591,0.032230099953894274,-0.03851644929576614,0.04547526235673183,,119.1550452709198,20251016_172300_run1_339150458
XGBoost,Covid3Month,0.0025402763832968705,0.034346490396761985,-0.27568639506119497,0.05040115458297429,,169.45798206329346,20251016_172300_run2_445989245
XGBoost,Covid3Month,0.00250772294264701,0.035411882039994805,-0.2593385749489747,0.05007716987457468,,127.90106225013733,20251016_172300_run3_471068486
XGBoost,Covid3Month,0.002368385938621818,0.03583901446858329,-0.18936574776674764,0.04866606557573581,,169.39805150032043,20251016_172300_run4_149720502
XGBoost,HouseholdPowerConsumption1,77363.77596660255,215.43704890090453,0.7098881157217527,278.1434449463128,,104.45612454414368
XGBoost,HouseholdPowerConsumption1,78488.36629873142,215.9543208466911,0.705670935055237,280.1577525229873,,432.4074773788452,20251016_172300_run1_339150458
XGBoost,HouseholdPowerConsumption1,76306.6621605087,208.46394289920906,0.7138522614004076,276.23660539564395,,424.21916460990906,20251016_172300_run2_445989245
XGBoost,HouseholdPowerConsumption1,83872.23521441066,221.62094966948484,0.685481584983841,289.60703585101425,,250.23304891586304,20251016_172300_run3_471068486
XGBoost,HouseholdPowerConsumption1,76876.18643761441,210.42556956198544,0.7117165621133839,277.2655522015211,,339.30230951309204,20251016_172300_run4_149720502
XGBoost,FloodModeling2,0.0001172090727134095,0.0029240341293277983,0.6578606636245848,0.010826313902405078,,1.7637624740600586
XGBoost,FloodModeling2,0.00011157205347233342,0.003352702284333715,0.6743154139065275,0.010562767320751386,,175.0115191936493,20251016_172300_run1_339150458
XGBoost,FloodModeling2,9.229454294130266e-05,0.002720319761565667,0.7305874627110085,0.009607004889209887,,223.81811594963074,20251016_172300_run2_445989245
XGBoost,FloodModeling2,9.946692553718804e-05,0.003061690482334115,0.7096509075043393,0.009973310660818104,,125.47264957427979,20251016_172300_run3_471068486
XGBoost,FloodModeling2,0.00010929655599906462,0.0032007486956629563,0.680957708546395,0.01045449931843054,,178.3338692188263,20251016_172300_run4_149720502
XGBoost,IEEEPPG,1164.2963189205864,28.0653965500981,-0.20501931556640907,34.12178657281278,,54.34440994262695
