model,dataset,mse,mae,r2,rmse,best_train_loss,time,run
MiniROCKET,AppliancesEnergy,5.829458296116134,1.9103419029041653,0.5069088818124823,2.414427115511283,,13.414816856384277,20251016_171635_run1_907037812
MiniROCKET,AppliancesEnergy,6.290543168610805,1.9409660423918946,0.46790751259276886,2.508095526213227,,0.892531156539917,20251016_171635_run2_1061177965
MiniROCKET,AppliancesEnergy,5.4702343382718155,1.868251732902707,0.5372942339422355,2.3388532100736494,,0.6306829452514648,20251016_171635_run3_432694223
MiniROCKET,AppliancesEnergy,5.5679536502152,1.844533969680664,0.5290285388558189,2.3596511712995207,,1.756300926208496,20251016_171635_run4_288042866

MiniROCKET,FloodModeling3,0.0003632896915436861,0.013706320900184112,0.29282738357915206,0.01906015979848244,,3.2408883571624756,20251016_171635_run1_907037812
MiniROCKET,FloodModeling3,0.00035722729903149667,0.013598745098422935,0.3046283184099704,0.01890045764079528,,14.661754846572876,20251016_171635_run2_1061177965
MiniROCKET,FloodModeling3,0.0003547047200549552,0.013511515488189196,0.3095387213652234,0.01883360613517643,,6.860403537750244,20251016_171635_run3_432694223
MiniROCKET,FloodModeling3,0.0003556741772677287,0.013571876283968278,0.30765159489391636,0.018859326002477625,,15.648401021957397,20251016_171635_run4_288042866

MiniROCKET,BenzeneConcentration,100.81025521260483,8.22967216841236,-0.5693896037268029,10.04043102723209,,13.241541147232056,20251016_171635_run1_907037812
MiniROCKET,BenzeneConcentration,135.33298933344207,9.120018351572194,-1.1068311557514838,11.63327079257773,,151.92897129058838,20251016_171635_run2_1061177965
MiniROCKET,BenzeneConcentration,221.52696229303325,12.06514939790394,-2.448678022237522,14.883781854523173,,142.60303497314453,20251016_171635_run3_432694223
MiniROCKET,BenzeneConcentration,119.13988709930877,8.976542741313756,-0.8547408674694192,10.91512194614924,,139.9923906326294,20251016_171635_run4_288042866

MiniROCKET,BeijingPM10Quality,15424.480957994527,87.23184645870535,0.15590985597319462,124.19533388173055,,1096.7186632156372,20251016_171635_run1_907037812
MiniROCKET,BeijingPM10Quality,15633.448992315869,87.47069198700645,0.14447427777334088,125.03379140182813,,1274.3539514541626,20251016_171635_run2_1061177965
MiniROCKET,BeijingPM10Quality,15752.678327306043,88.29641196087258,0.13794956508977319,125.50967423790902,,1168.534524679184,20251016_171635_run3_432694223
MiniROCKET,BeijingPM10Quality,15238.847617827285,86.69909329677404,0.1660684650871519,123.44572741827594,,1259.8254601955414,20251016_171635_run4_288042866

MiniROCKET,FloodModeling1,0.00018437307208814076,0.00987328076278838,0.4810108813305698,0.013578404622345762,,0.5768799781799316,20251016_171742_run1_855235033
MiniROCKET,FloodModeling1,0.00019302067113751844,0.010104482227952507,0.45666887868119366,0.013893187940048837,,11.017056465148926,20251016_171742_run2_400828395
MiniROCKET,FloodModeling1,0.00018638451306645862,0.009983474851958872,0.4753489049434013,0.013652271351920113,,7.194060325622559,20251016_171742_run3_459880395
MiniROCKET,FloodModeling1,0.00018076736639663127,0.009763091953724372,0.4911605306140794,0.013444975507476064,,8.45689868927002,20251016_171742_run4_1164496379

MiniROCKET,HouseholdPowerConsumption2,1168.313717290356,25.732227830841236,0.5844241594284925,34.1806044020634,,12.5149085521698,20251016_171742_run1_855235033
MiniROCKET,HouseholdPowerConsumption2,1211.6841351367752,26.24313680501259,0.568997054888228,34.809253584884225,,64.5715229511261,20251016_171742_run2_400828395
MiniROCKET,HouseholdPowerConsumption2,1153.195255752743,25.4776600151923,0.589801882268393,33.9587287122581,,54.80341410636902,20251016_171742_run3_459880395
MiniROCKET,HouseholdPowerConsumption2,1127.5322349090793,24.98895277611881,0.5989303648847271,33.57874677395032,,37.648812770843506,20251016_171742_run4_1164496379

MiniROCKET,LiveFuelMoistureContent,2121.442484353674,34.7112701988123,-0.2541601745424942,46.05911944830984,,42.31811285018921,20251016_171742_run1_855235033
MiniROCKET,LiveFuelMoistureContent,2121.6439039968513,34.77939451676557,-0.25427925035845744,46.061305930214914,,226.62457704544067,20251016_171742_run2_400828395
MiniROCKET,LiveFuelMoistureContent,2130.2562735178844,34.69556539536043,-0.25937073454498916,46.15469936548048,,160.73533511161804,20251016_171742_run3_459880395
MiniROCKET,LiveFuelMoistureContent,2178.692892579917,35.00173685554912,-0.288005627578912,46.67647043832596,,193.51917815208435,20251016_171742_run4_1164496379

MiniROCKET,BeijingPM25Quality,8504.383971429797,67.48123059988731,0.329374852639688,92.21921693134136,,1202.3836147785187,20251016_171742_run1_855235033
MiniROCKET,BeijingPM25Quality,8175.559261964699,65.19426882678172,0.3553047871277787,90.41879927296479,,1112.8908257484436,20251016_171742_run2_400828395
MiniROCKET,BeijingPM25Quality,8405.512550547377,65.75752880555606,0.33717149745508534,91.68158239552466,,1169.4794836044312,20251016_171742_run3_459880395
MiniROCKET,BeijingPM25Quality,8443.84924785189,66.89415071838357,0.3341484033232216,91.8904197827602,,977.6750900745392,20251016_171742_run4_1164496379

MiniROCKET,Covid3Month,0.0017289665805152509,0.02935102980641433,0.13174048352319734,0.04158084391297573,,0.3915524482727051,20251016_171807_run1_241328351
MiniROCKET,Covid3Month,0.0017728041884088877,0.030126097064696756,0.10972593410264941,0.0421046813122827,,1.1270766258239746,20251016_171807_run2_940924748
MiniROCKET,Covid3Month,0.0016807951104058849,0.02934429647321625,0.15593142961578776,0.04099750127027115,,3.424234390258789,20251016_171807_run3_792270304
MiniROCKET,Covid3Month,0.001748817323472638,0.02931295004890596,0.12177175614805635,0.041818863249407416,,1.3590562343597412,20251016_171807_run4_1755051195

